pais	ano	sexo	faixa etaria	suicidios	populacao	suicides/100k pop	country-year	HDI_for_year	 gdp_for_year 	gdp_per_capita 	geracao
Brazil	2010	feminino	5-14 anos	18	1478558	1.22	Ecuador2010	0.717	69,555,367,000	5206	Generation Z
Brazil	2011	masculino	15-24 anos	200	1449571	13.8	Ecuador2011	0.723	79,276,664,000	5836	Millenials
Brazil	2011	masculino	25-34 anos	161	1202963	13.38	Ecuador2011	0.723	79,276,664,000	5836	Millenials
Brazil	2011	masculino	55-74 anos	83	741610	11.19	Ecuador2011	0.723	79,276,664,000	5836	Boomers
Brazil	2011	masculino	75+ anos	18	166244	10.83	Ecuador2011	0.723	79,276,664,000	5836	Silent
Brazil	2011	masculino	35-54 anos	160	1677115	9.54	Ecuador2011	0.723	79,276,664,000	5836	Generation X
Brazil	2011	feminino	15-24 anos	120	1408696	8.52	Ecuador2011	0.723	79,276,664,000	5836	Millenials
Brazil	2011	feminino	25-34 anos	51	1195816	4.26	Ecuador2011	0.723	79,276,664,000	5836	Millenials
Brazil	2011	feminino	35-54 anos	45	1715068	2.62	Ecuador2011	0.723	79,276,664,000	5836	Generation X
Brazil	2011	feminino	5-14 anos	32	1480934	2.16	Ecuador2011	0.723	79,276,664,000	5836	Generation Z
Brazil	2011	masculino	5-14 anos	32	1539867	2.08	Ecuador2011	0.723	79,276,664,000	5836	Generation Z
Brazil	2011	feminino	75+ anos	4	208097	1.92	Ecuador2011	0.723	79,276,664,000	5836	Silent
Brazil	2011	feminino	55-74 anos	12	797572	1.5	Ecuador2011	0.723	79,276,664,000	5836	Boomers
Brazil	2012	masculino	15-24 anos	240	1462193	16.41	Ecuador2012	0.727	87,924,544,000	6364	Millenials
Brazil	2012	masculino	25-34 anos	164	1225594	13.38	Ecuador2012	0.727	87,924,544,000	6364	Millenials
Brazil	2012	masculino	55-74 anos	87	771426	11.28	Ecuador2012	0.727	87,924,544,000	6364	Boomers
Brazil	2012	masculino	75+ anos	19	172083	11.04	Ecuador2012	0.727	87,924,544,000	6364	Silent
Brazil	2012	masculino	35-54 anos	162	1715827	9.44	Ecuador2012	0.727	87,924,544,000	6364	Generation X
Brazil	2012	feminino	15-24 anos	118	1420727	8.31	Ecuador2012	0.727	87,924,544,000	6364	Millenials
Chile	2014	feminino	35-54 anos	60	687641	8.73	Finland2014	0.883	272,609,288,690	52832	Generation X
Chile	2014	feminino	55-74 anos	59	700011	8.43	Finland2014	0.883	272,609,288,690	52832	Boomers
Chile	2014	feminino	15-24 anos	22	318826	6.9	Finland2014	0.883	272,609,288,690	52832	Millenials
Chile	2014	feminino	75+ anos	11	294322	3.74	Finland2014	0.883	272,609,288,690	52832	Silent
Chile	2014	feminino	5-14 anos	1	290448	0.34	Finland2014	0.883	272,609,288,690	52832	Generation Z
Chile	2014	masculino	5-14 anos	1	303796	0.33	Finland2014	0.883	272,609,288,690	52832	Generation Z
Chile	2015	masculino	75+ anos	53	178936	29.62	Finland2015		232,464,833,066	44862	Silent
Chile	2015	masculino	35-54 anos	190	704220	26.98	Finland2015		232,464,833,066	44862	Generation X
Chile	2015	masculino	25-34 anos	92	357334	25.75	Finland2015		232,464,833,066	44862	Millenials
Chile	2015	masculino	55-74 anos	159	665885	23.88	Finland2015		232,464,833,066	44862	Boomers
Chile	2015	masculino	15-24 anos	59	332082	17.77	Finland2015		232,464,833,066	44862	Millenials
Chile	2015	feminino	25-34 anos	30	337446	8.89	Finland2015		232,464,833,066	44862	Millenials
Chile	2015	feminino	35-54 anos	55	682671	8.06	Finland2015		232,464,833,066	44862	Generation X
Chile	2015	feminino	55-74 anos	55	711135	7.73	Finland2015		232,464,833,066	44862	Boomers
Chile	2015	feminino	75+ anos	21	295795	7.1	Finland2015		232,464,833,066	44862	Silent
Chile	2015	feminino	15-24 anos	12	317937	3.77	Finland2015		232,464,833,066	44862	Millenials
Chile	2015	masculino	5-14 anos	5	305748	1.64	Finland2015		232,464,833,066	44862	Generation Z
Chile	2015	feminino	5-14 anos	0	292608	0	Finland2015		232,464,833,066	44862	Generation Z
Chile	2010	masculino	75+ anos	1354	2081818	65.04	France2010	0.881	2,642,609,548,930	44747	Silent
Chile	2010	masculino	35-54 anos	3118	8518205	36.6	France2010	0.881	2,642,609,548,930	44747	Generation X
Chile	2010	masculino	55-74 anos	1956	6187723	31.61	France2010	0.881	2,642,609,548,930	44747	Silent
Chile	2010	masculino	25-34 anos	805	3829316	21.02	France2010	0.881	2,642,609,548,930	44747	Generation X
Chile	2010	feminino	75+ anos	464	3538923	13.11	France2010	0.881	2,642,609,548,930	44747	Silent
Chile	2010	feminino	55-74 anos	889	6785286	13.1	France2010	0.881	2,642,609,548,930	44747	Silent
Chile	2010	feminino	35-54 anos	1074	8736585	12.29	France2010	0.881	2,642,609,548,930	44747	Generation X
Chile	2010	masculino	15-24 anos	385	3937209	9.78	France2010	0.881	2,642,609,548,930	44747	Millenials
Chile	2010	feminino	25-34 anos	177	3906931	4.53	France2010	0.881	2,642,609,548,930	44747	Generation X
Chile	2010	feminino	15-24 anos	117	3823806	3.06	France2010	0.881	2,642,609,548,930	44747	Millenials
Chile	2010	masculino	5-14 anos	23	3947453	0.58	France2010	0.881	2,642,609,548,930	44747	Generation Z
Chile	2010	feminino	5-14 anos	17	3763028	0.45	France2010	0.881	2,642,609,548,930	44747	Generation Z
Chile	2011	masculino	75+ anos	1423	2127014	66.9	France2011	0.884	2,861,408,170,265	48217	Silent
Chile	2011	masculino	35-54 anos	3151	8492211	37.1	France2011	0.884	2,861,408,170,265	48217	Generation X
Chile	2011	masculino	55-74 anos	2048	6298402	32.52	France2011	0.884	2,861,408,170,265	48217	Boomers
Chile	2011	masculino	25-34 anos	778	3844358	20.24	France2011	0.884	2,861,408,170,265	48217	Millenials
Chile	2011	feminino	75+ anos	453	3588632	12.62	France2011	0.884	2,861,408,170,265	48217	Silent
Chile	2011	feminino	55-74 anos	846	6902929	12.26	France2011	0.884	2,861,408,170,265	48217	Boomers
Chile	2011	feminino	35-54 anos	1011	8695673	11.63	France2011	0.884	2,861,408,170,265	48217	Generation X
Chile	2011	masculino	15-24 anos	367	3914976	9.37	France2011	0.884	2,861,408,170,265	48217	Millenials
Chile	2011	feminino	25-34 anos	171	3930109	4.35	France2011	0.884	2,861,408,170,265	48217	Millenials
Chile	2011	feminino	15-24 anos	124	3794959	3.27	France2011	0.884	2,861,408,170,265	48217	Millenials
Chile	2011	masculino	5-14 anos	23	3969371	0.58	France2011	0.884	2,861,408,170,265	48217	Generation Z
Chile	2011	feminino	5-14 anos	13	3786009	0.34	France2011	0.884	2,861,408,170,265	48217	Generation Z
Chile	2012	masculino	75+ anos	1415	2168819	65.24	France2012	0.886	2,683,825,225,093	45002	Silent
Chile	2012	masculino	35-54 anos	2903	8465545	34.29	France2012	0.886	2,683,825,225,093	45002	Generation X
Chile	2012	masculino	55-74 anos	1939	6408537	30.26	France2012	0.886	2,683,825,225,093	45002	Boomers
Chile	2012	masculino	25-34 anos	688	3856840	17.84	France2012	0.886	2,683,825,225,093	45002	Millenials
Chile	2012	feminino	75+ anos	459	3626173	12.66	France2012	0.886	2,683,825,225,093	45002	Silent
Chile	2012	feminino	55-74 anos	767	7023009	10.92	France2012	0.886	2,683,825,225,093	45002	Boomers
Chile	2012	feminino	35-54 anos	891	8655592	10.29	France2012	0.886	2,683,825,225,093	45002	Generation X
Chile	2012	masculino	15-24 anos	359	3900107	9.2	France2012	0.886	2,683,825,225,093	45002	Millenials
Chile	2012	feminino	25-34 anos	183	3948305	4.63	France2012	0.886	2,683,825,225,093	45002	Millenials
Chile	2012	feminino	15-24 anos	106	3776265	2.81	France2012	0.886	2,683,825,225,093	45002	Millenials
Chile	2012	masculino	5-14 anos	22	3995444	0.55	France2012	0.886	2,683,825,225,093	45002	Generation Z
Chile	2012	feminino	5-14 anos	11	3813821	0.29	France2012	0.886	2,683,825,225,093	45002	Generation Z
Chile	2013	masculino	75+ anos	1342	2201053	60.97	France2013	0.887	2,811,077,725,704	46922	Silent
Chile	2013	masculino	35-54 anos	2852	8444516	33.77	France2013	0.887	2,811,077,725,704	46922	Generation X
Chile	2013	masculino	55-74 anos	2003	6526578	30.69	France2013	0.887	2,811,077,725,704	46922	Boomers
Chile	2013	masculino	25-34 anos	700	3873724	18.07	France2013	0.887	2,811,077,725,704	46922	Millenials
Chile	2013	feminino	75+ anos	426	3642541	11.7	France2013	0.887	2,811,077,725,704	46922	Silent
Chile	2013	feminino	55-74 anos	816	7157766	11.4	France2013	0.887	2,811,077,725,704	46922	Boomers
Chile	2013	feminino	35-54 anos	846	8632938	9.8	France2013	0.887	2,811,077,725,704	46922	Generation X
Chile	2013	masculino	15-24 anos	310	3849077	8.05	France2013	0.887	2,811,077,725,704	46922	Millenials
Chile	2013	feminino	25-34 anos	160	3972053	4.03	France2013	0.887	2,811,077,725,704	46922	Millenials
Chile	2013	feminino	15-24 anos	116	3728182	3.11	France2013	0.887	2,811,077,725,704	46922	Millenials
Chile	2013	masculino	5-14 anos	18	4032157	0.45	France2013	0.887	2,811,077,725,704	46922	Generation Z
Chile	2013	feminino	5-14 anos	11	3849484	0.29	France2013	0.887	2,811,077,725,704	46922	Generation Z
Chile	2014	masculino	75+ anos	1324	2243922	59	France2014	0.888	2,852,165,760,630	47318	Silent
Chile	2014	masculino	35-54 anos	2536	8426009	30.1	France2014	0.888	2,852,165,760,630	47318	Generation X
Chile	2014	masculino	55-74 anos	1825	6655516	27.42	France2014	0.888	2,852,165,760,630	47318	Boomers
Chile	2014	masculino	25-34 anos	680	3877350	17.54	France2014	0.888	2,852,165,760,630	47318	Millenials
Chile	2014	feminino	75+ anos	424	3677450	11.53	France2014	0.888	2,852,165,760,630	47318	Silent
Chile	2014	feminino	55-74 anos	744	7300857	10.19	France2014	0.888	2,852,165,760,630	47318	Boomers
Chile	2014	feminino	35-54 anos	778	8608404	9.04	France2014	0.888	2,852,165,760,630	47318	Generation X
Chile	2014	masculino	15-24 anos	282	3841223	7.34	France2014	0.888	2,852,165,760,630	47318	Millenials
Chile	2014	feminino	25-34 anos	170	3985618	4.27	France2014	0.888	2,852,165,760,630	47318	Millenials
Chile	2014	feminino	15-24 anos	92	3711936	2.48	France2014	0.888	2,852,165,760,630	47318	Millenials
Chile	2014	masculino	5-14 anos	14	4069116	0.34	France2014	0.888	2,852,165,760,630	47318	Generation Z
Chile	2014	feminino	5-14 anos	12	3878553	0.31	France2014	0.888	2,852,165,760,630	47318	Generation Z
Chile	2010	masculino	55-74 anos	32	350500	9.13	Georgia2010	0.735	11,638,536,834	2775	Silent
Chile	2010	masculino	75+ anos	7	96900	7.22	Georgia2010	0.735	11,638,536,834	2775	Silent
Chile	2010	masculino	35-54 anos	29	590800	4.91	Georgia2010	0.735	11,638,536,834	2775	Generation X
Chile	2010	masculino	25-34 anos	16	337200	4.74	Georgia2010	0.735	11,638,536,834	2775	Generation X
Chile	2010	masculino	15-24 anos	11	351600	3.13	Georgia2010	0.735	11,638,536,834	2775	Millenials
Chile	2010	feminino	75+ anos	5	180900	2.76	Georgia2010	0.735	11,638,536,834	2775	Silent
Chile	2010	feminino	55-74 anos	6	465100	1.29	Georgia2010	0.735	11,638,536,834	2775	Silent
Chile	2010	feminino	35-54 anos	5	660000	0.76	Georgia2010	0.735	11,638,536,834	2775	Generation X
Chile	2010	masculino	5-14 anos	1	254800	0.39	Georgia2010	0.735	11,638,536,834	2775	Generation Z
Chile	2010	feminino	15-24 anos	0	338800	0	Georgia2010	0.735	11,638,536,834	2775	Millenials
Chile	2010	feminino	25-34 anos	0	338000	0	Georgia2010	0.735	11,638,536,834	2775	Generation X
Chile	2010	feminino	5-14 anos	0	229200	0	Georgia2010	0.735	11,638,536,834	2775	Generation Z
Chile	2011	masculino	75+ anos	16	99100	16.15	Georgia2011	0.74	14,434,619,982	3435	Silent
Chile	2011	masculino	55-74 anos	23	352600	6.52	Georgia2011	0.74	14,434,619,982	3435	Boomers
Chile	2011	masculino	35-54 anos	25	593700	4.21	Georgia2011	0.74	14,434,619,982	3435	Generation X
Chile	2011	masculino	15-24 anos	12	348400	3.44	Georgia2011	0.74	14,434,619,982	3435	Millenials
Chile	2011	masculino	25-34 anos	8	341000	2.35	Georgia2011	0.74	14,434,619,982	3435	Millenials
Chile	2011	feminino	35-54 anos	6	661400	0.91	Georgia2011	0.74	14,434,619,982	3435	Generation X
Chile	2011	feminino	55-74 anos	4	467400	0.86	Georgia2011	0.74	14,434,619,982	3435	Boomers
Chile	2011	feminino	25-34 anos	2	340800	0.59	Georgia2011	0.74	14,434,619,982	3435	Millenials
Chile	2011	feminino	75+ anos	1	184100	0.54	Georgia2011	0.74	14,434,619,982	3435	Silent
Chile	2011	feminino	5-14 anos	1	226900	0.44	Georgia2011	0.74	14,434,619,982	3435	Generation Z
Chile	2011	feminino	15-24 anos	1	334600	0.3	Georgia2011	0.74	14,434,619,982	3435	Millenials
Chile	2011	masculino	5-14 anos	0	252600	0	Georgia2011	0.74	14,434,619,982	3435	Generation Z
Chile	2012	masculino	75+ anos	12	104500	11.48	Georgia2012	0.747	15,846,474,596	3772	Silent
Chile	2012	masculino	55-74 anos	23	355000	6.48	Georgia2012	0.747	15,846,474,596	3772	Boomers
Chile	2012	masculino	25-34 anos	19	345900	5.49	Georgia2012	0.747	15,846,474,596	3772	Millenials
Chile	2012	masculino	35-54 anos	26	596400	4.36	Georgia2012	0.747	15,846,474,596	3772	Generation X
Chile	2012	masculino	15-24 anos	11	337800	3.26	Georgia2012	0.747	15,846,474,596	3772	Millenials
Chile	2012	feminino	75+ anos	2	191900	1.04	Georgia2012	0.747	15,846,474,596	3772	Silent
Chile	2012	feminino	15-24 anos	3	324000	0.93	Georgia2012	0.747	15,846,474,596	3772	Millenials
Chile	2012	feminino	55-74 anos	3	469400	0.64	Georgia2012	0.747	15,846,474,596	3772	Boomers
Chile	2012	feminino	35-54 anos	3	659300	0.46	Georgia2012	0.747	15,846,474,596	3772	Generation X
Chile	2012	feminino	5-14 anos	1	223200	0.45	Georgia2012	0.747	15,846,474,596	3772	Generation Z
Chile	2012	feminino	25-34 anos	1	344400	0.29	Georgia2012	0.747	15,846,474,596	3772	Millenials
Chile	2012	masculino	5-14 anos	0	249100	0	Georgia2012	0.747	15,846,474,596	3772	Generation Z
Chile	2013	masculino	75+ anos	25	109700	22.79	Georgia2013	0.75	16,140,047,012	3850	Silent
Chile	2013	masculino	55-74 anos	33	358600	9.2	Georgia2013	0.75	16,140,047,012	3850	Boomers
Chile	2013	masculino	35-54 anos	41	594900	6.89	Georgia2013	0.75	16,140,047,012	3850	Generation X
Chile	2013	masculino	25-34 anos	20	348000	5.75	Georgia2013	0.75	16,140,047,012	3850	Millenials
Chile	2013	masculino	15-24 anos	13	325300	4	Georgia2013	0.75	16,140,047,012	3850	Millenials
Chile	2013	feminino	75+ anos	4	201000	1.99	Georgia2013	0.75	16,140,047,012	3850	Silent
Chile	2013	feminino	55-74 anos	8	471700	1.7	Georgia2013	0.75	16,140,047,012	3850	Boomers
Chile	2013	feminino	35-54 anos	7	655700	1.07	Georgia2013	0.75	16,140,047,012	3850	Generation X
Chile	2013	masculino	5-14 anos	2	249800	0.8	Georgia2013	0.75	16,140,047,012	3850	Generation Z
Chile	2013	feminino	15-24 anos	2	310500	0.64	Georgia2013	0.75	16,140,047,012	3850	Millenials
Chile	2013	feminino	5-14 anos	1	221800	0.45	Georgia2013	0.75	16,140,047,012	3850	Generation Z
Chile	2013	feminino	25-34 anos	1	345600	0.29	Georgia2013	0.75	16,140,047,012	3850	Millenials
Chile	2014	masculino	75+ anos	22	92600	23.76	Georgia2014	0.754	16,509,305,828	4757	Silent
Chile	2014	masculino	55-74 anos	58	298900	19.4	Georgia2014	0.754	16,509,305,828	4757	Boomers
Chile	2014	masculino	35-54 anos	53	491300	10.79	Georgia2014	0.754	16,509,305,828	4757	Generation X
Chile	2014	feminino	55-74 anos	18	392200	4.59	Georgia2014	0.754	16,509,305,828	4757	Boomers
Chile	2014	masculino	15-24 anos	12	264500	4.54	Georgia2014	0.754	16,509,305,828	4757	Millenials
Chile	2014	masculino	25-34 anos	13	288500	4.51	Georgia2014	0.754	16,509,305,828	4757	Millenials
Chile	2014	feminino	75+ anos	5	169900	2.94	Georgia2014	0.754	16,509,305,828	4757	Silent
Chile	2014	feminino	15-24 anos	5	251400	1.99	Georgia2014	0.754	16,509,305,828	4757	Millenials
Chile	2014	feminino	25-34 anos	3	286500	1.05	Georgia2014	0.754	16,509,305,828	4757	Millenials
Chile	2014	feminino	35-54 anos	5	542700	0.92	Georgia2014	0.754	16,509,305,828	4757	Generation X
Chile	2014	feminino	5-14 anos	0	183700	0	Georgia2014	0.754	16,509,305,828	4757	Generation Z
Chile	2014	masculino	5-14 anos	0	208400	0	Georgia2014	0.754	16,509,305,828	4757	Generation Z
Chile	2015	masculino	75+ anos	27	87600	30.82	Georgia2015		13,993,546,732	4046	Silent
Chile	2015	feminino	75+ anos	20	166300	12.03	Georgia2015		13,993,546,732	4046	Silent
Chile	2015	masculino	55-74 anos	34	320200	10.62	Georgia2015		13,993,546,732	4046	Boomers
Chile	2015	masculino	35-54 anos	46	480200	9.58	Georgia2015		13,993,546,732	4046	Generation X
Chile	2015	masculino	25-34 anos	19	271700	6.99	Georgia2015		13,993,546,732	4046	Millenials
Chile	2015	masculino	15-24 anos	17	247800	6.86	Georgia2015		13,993,546,732	4046	Millenials
Chile	2015	feminino	55-74 anos	13	420700	3.09	Georgia2015		13,993,546,732	4046	Boomers
Chile	2015	feminino	25-34 anos	5	272100	1.84	Georgia2015		13,993,546,732	4046	Millenials
Chile	2015	feminino	35-54 anos	8	517700	1.55	Georgia2015		13,993,546,732	4046	Generation X
Chile	2015	feminino	15-24 anos	2	230200	0.87	Georgia2015		13,993,546,732	4046	Millenials
Chile	2015	masculino	5-14 anos	1	234300	0.43	Georgia2015		13,993,546,732	4046	Generation Z
Chile	2015	feminino	5-14 anos	0	209600	0	Georgia2015		13,993,546,732	4046	Generation Z
Colombia	2010	masculino	75+ anos	1277	2742959	46.56	Germany2010	0.906	3,417,094,562,649	43614	Silent
Colombia	2010	masculino	55-74 anos	2358	9350157	25.22	Germany2010	0.906	3,417,094,562,649	43614	Silent
Colombia	2010	masculino	35-54 anos	2605	12731842	20.46	Germany2010	0.906	3,417,094,562,649	43614	Generation X
Colombia	2010	masculino	25-34 anos	735	4940288	14.88	Germany2010	0.906	3,417,094,562,649	43614	Generation X
Colombia	2010	feminino	75+ anos	588	4669323	12.59	Germany2010	0.906	3,417,094,562,649	43614	Silent
Colombia	2010	masculino	15-24 anos	474	4702588	10.08	Germany2010	0.906	3,417,094,562,649	43614	Millenials
Colombia	2010	feminino	55-74 anos	851	10027136	8.49	Germany2010	0.906	3,417,094,562,649	43614	Silent
Colombia	2010	feminino	35-54 anos	805	12316695	6.54	Germany2010	0.906	3,417,094,562,649	43614	Generation X
Colombia	2010	feminino	25-34 anos	177	4807946	3.68	Germany2010	0.906	3,417,094,562,649	43614	Generation X
Colombia	2010	feminino	15-24 anos	132	4489057	2.94	Germany2010	0.906	3,417,094,562,649	43614	Millenials
Colombia	2010	masculino	5-14 anos	22	3883512	0.57	Germany2010	0.906	3,417,094,562,649	43614	Generation Z
Colombia	2010	feminino	5-14 anos	6	3687564	0.16	Germany2010	0.906	3,417,094,562,649	43614	Generation Z
Colombia	2011	masculino	75+ anos	1374	2900218	47.38	Germany2011	0.911	3,757,698,281,118	47947	Silent
Colombia	2011	masculino	55-74 anos	2538	9396062	27.01	Germany2011	0.911	3,757,698,281,118	47947	Boomers
Colombia	2011	masculino	35-54 anos	2582	12614051	20.47	Germany2011	0.911	3,757,698,281,118	47947	Generation X
Colombia	2011	masculino	25-34 anos	684	5006064	13.66	Germany2011	0.911	3,757,698,281,118	47947	Millenials
Colombia	2011	feminino	75+ anos	624	4791265	13.02	Germany2011	0.911	3,757,698,281,118	47947	Silent
Colombia	2011	masculino	15-24 anos	461	4653810	9.91	Germany2011	0.911	3,757,698,281,118	47947	Millenials
Colombia	2011	feminino	55-74 anos	802	10049757	7.98	Germany2011	0.911	3,757,698,281,118	47947	Boomers
Colombia	2011	feminino	35-54 anos	757	12196847	6.21	Germany2011	0.911	3,757,698,281,118	47947	Generation X
Colombia	2011	feminino	25-34 anos	188	4854346	3.87	Germany2011	0.911	3,757,698,281,118	47947	Millenials
Colombia	2011	feminino	15-24 anos	122	4432422	2.75	Germany2011	0.911	3,757,698,281,118	47947	Millenials
Colombia	2011	masculino	5-14 anos	12	3835083	0.31	Germany2011	0.911	3,757,698,281,118	47947	Generation Z
Colombia	2011	feminino	5-14 anos	9	3641215	0.25	Germany2011	0.911	3,757,698,281,118	47947	Generation Z
Colombia	2012	masculino	75+ anos	1430	3062435	46.69	Germany2012	0.915	3,543,983,909,148	45142	Silent
Colombia	2012	masculino	55-74 anos	2302	9453082	24.35	Germany2012	0.915	3,543,983,909,148	45142	Boomers
Colombia	2012	masculino	35-54 anos	2408	12515919	19.24	Germany2012	0.915	3,543,983,909,148	45142	Generation X
Colombia	2012	masculino	25-34 anos	699	5099210	13.71	Germany2012	0.915	3,543,983,909,148	45142	Millenials
Colombia	2012	feminino	75+ anos	607	4920842	12.34	Germany2012	0.915	3,543,983,909,148	45142	Silent
Colombia	2012	masculino	15-24 anos	439	4612682	9.52	Germany2012	0.915	3,543,983,909,148	45142	Millenials
Colombia	2012	feminino	55-74 anos	873	10078469	8.66	Germany2012	0.915	3,543,983,909,148	45142	Boomers
Colombia	2012	feminino	35-54 anos	810	12089833	6.7	Germany2012	0.915	3,543,983,909,148	45142	Generation X
Colombia	2012	feminino	25-34 anos	187	4917857	3.8	Germany2012	0.915	3,543,983,909,148	45142	Millenials
Colombia	2012	feminino	15-24 anos	121	4384528	2.76	Germany2012	0.915	3,543,983,909,148	45142	Millenials
Colombia	2012	masculino	5-14 anos	11	3782823	0.29	Germany2012	0.915	3,543,983,909,148	45142	Generation Z
Colombia	2012	feminino	5-14 anos	9	3590435	0.25	Germany2012	0.915	3,543,983,909,148	45142	Generation Z
Colombia	2013	masculino	75+ anos	1518	3115267	48.73	Germany2013	0.915	3,752,513,503,278	48563	Silent
Colombia	2013	masculino	55-74 anos	2379	9314147	25.54	Germany2013	0.915	3,752,513,503,278	48563	Boomers
Colombia	2013	masculino	35-54 anos	2423	12049310	20.11	Germany2013	0.915	3,752,513,503,278	48563	Generation X
Colombia	2013	masculino	25-34 anos	739	5060529	14.6	Germany2013	0.915	3,752,513,503,278	48563	Millenials
Colombia	2013	feminino	75+ anos	641	4984061	12.86	Germany2013	0.915	3,752,513,503,278	48563	Silent
Colombia	2013	feminino	55-74 anos	875	9995322	8.75	Germany2013	0.915	3,752,513,503,278	48563	Boomers
Colombia	2013	masculino	15-24 anos	391	4474441	8.74	Germany2013	0.915	3,752,513,503,278	48563	Millenials
Colombia	2013	feminino	35-54 anos	808	11835769	6.83	Germany2013	0.915	3,752,513,503,278	48563	Generation X
Colombia	2013	feminino	25-34 anos	188	4928834	3.81	Germany2013	0.915	3,752,513,503,278	48563	Millenials
Colombia	2013	feminino	15-24 anos	111	4259808	2.61	Germany2013	0.915	3,752,513,503,278	48563	Millenials
Colombia	2013	feminino	5-14 anos	12	3529729	0.34	Germany2013	0.915	3,752,513,503,278	48563	Generation Z
Colombia	2013	masculino	5-14 anos	6	3723771	0.16	Germany2013	0.915	3,752,513,503,278	48563	Generation Z
Colombia	2014	masculino	75+ anos	1608	3300059	48.73	Germany2014	0.916	3,890,606,893,347	50167	Silent
Colombia	2014	masculino	55-74 anos	2410	9358747	25.75	Germany2014	0.916	3,890,606,893,347	50167	Boomers
Colombia	2014	masculino	35-54 anos	2444	11949414	20.45	Germany2014	0.916	3,890,606,893,347	50167	Generation X
Colombia	2014	masculino	25-34 anos	750	5179803	14.48	Germany2014	0.916	3,890,606,893,347	50167	Millenials
Colombia	2014	feminino	75+ anos	621	5151214	12.06	Germany2014	0.916	3,890,606,893,347	50167	Silent
Colombia	2014	masculino	15-24 anos	397	4452615	8.92	Germany2014	0.916	3,890,606,893,347	50167	Millenials
Colombia	2014	feminino	55-74 anos	855	10013338	8.54	Germany2014	0.916	3,890,606,893,347	50167	Boomers
Colombia	2014	feminino	35-54 anos	801	11728001	6.83	Germany2014	0.916	3,890,606,893,347	50167	Generation X
Colombia	2014	feminino	25-34 anos	182	5005685	3.64	Germany2014	0.916	3,890,606,893,347	50167	Millenials
Colombia	2014	feminino	15-24 anos	121	4215773	2.87	Germany2014	0.916	3,890,606,893,347	50167	Millenials
Colombia	2014	masculino	5-14 anos	20	3695813	0.54	Germany2014	0.916	3,890,606,893,347	50167	Generation Z
Colombia	2014	feminino	5-14 anos	8	3501907	0.23	Germany2014	0.916	3,890,606,893,347	50167	Generation Z
Colombia	2015	masculino	75+ anos	1729	3487628	49.58	Germany2015		3,375,611,100,742	43201	Silent
Colombia	2015	masculino	55-74 anos	2304	9436572	24.42	Germany2015		3,375,611,100,742	43201	Boomers
Colombia	2015	masculino	35-54 anos	2267	11854531	19.12	Germany2015		3,375,611,100,742	43201	Generation X
Colombia	2015	masculino	25-34 anos	721	5336932	13.51	Germany2015		3,375,611,100,742	43201	Millenials
Colombia	2015	feminino	75+ anos	635	5338738	11.89	Germany2015		3,375,611,100,742	43201	Silent
Colombia	2015	feminino	55-74 anos	908	10054932	9.03	Germany2015		3,375,611,100,742	43201	Boomers
Colombia	2015	masculino	15-24 anos	376	4520300	8.32	Germany2015		3,375,611,100,742	43201	Millenials
Colombia	2015	feminino	35-54 anos	800	11616616	6.89	Germany2015		3,375,611,100,742	43201	Generation X
Colombia	2015	feminino	25-34 anos	193	5061297	3.81	Germany2015		3,375,611,100,742	43201	Millenials
Colombia	2015	feminino	15-24 anos	136	4195185	3.24	Germany2015		3,375,611,100,742	43201	Millenials
Colombia	2015	feminino	5-14 anos	13	3517216	0.37	Germany2015		3,375,611,100,742	43201	Generation Z
Colombia	2015	masculino	5-14 anos	6	3716736	0.16	Germany2015		3,375,611,100,742	43201	Generation Z
Colombia	2010	masculino	75+ anos	55	453020	12.14	Greece2010	0.867	299,361,576,558	27886	Silent
Colombia	2010	masculino	35-54 anos	128	1685691	7.59	Greece2010	0.867	299,361,576,558	27886	Generation X
Colombia	2010	masculino	55-74 anos	85	1164937	7.3	Greece2010	0.867	299,361,576,558	27886	Silent
Colombia	2010	masculino	25-34 anos	53	845373	6.27	Greece2010	0.867	299,361,576,558	27886	Generation X
Colombia	2010	masculino	15-24 anos	15	612178	2.45	Greece2010	0.867	299,361,576,558	27886	Millenials
Colombia	2010	feminino	75+ anos	6	599568	1	Greece2010	0.867	299,361,576,558	27886	Silent
Colombia	2010	feminino	35-54 anos	14	1661514	0.84	Greece2010	0.867	299,361,576,558	27886	Generation X
Colombia	2010	feminino	55-74 anos	11	1311605	0.84	Greece2010	0.867	299,361,576,558	27886	Silent
Colombia	2010	feminino	25-34 anos	6	777901	0.77	Greece2010	0.867	299,361,576,558	27886	Generation X
Colombia	2010	feminino	15-24 anos	4	570284	0.7	Greece2010	0.867	299,361,576,558	27886	Millenials
Colombia	2010	feminino	5-14 anos	0	510970	0	Greece2010	0.867	299,361,576,558	27886	Generation Z
Colombia	2010	masculino	5-14 anos	0	542343	0	Greece2010	0.867	299,361,576,558	27886	Generation Z
Colombia	2011	masculino	75+ anos	52	467986	11.11	Greece2011	0.864	287,797,822,093	26825	Silent
Colombia	2011	masculino	55-74 anos	110	1174903	9.36	Greece2011	0.864	287,797,822,093	26825	Boomers
Colombia	2011	masculino	35-54 anos	157	1695456	9.26	Greece2011	0.864	287,797,822,093	26825	Generation X
